"CODIGO  ";"DESCRICAO DO INSUMO";"UNIDADE DE MEDIDA";"ORIGEM DO PRECO";"PRECO MEDIANO R$"
"1791";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP FEMEA, DE 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"AS";"256,04"
"1790";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP FEMEA, DE 2""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"147,54"
"1813";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP FEMEA, DE 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"27,98"
"1792";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP FEMEA, DE 3""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"345,62"
"1793";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP FEMEA, DE 4""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"698,39"
"1809";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"83,06"
"1814";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"68,23"
"1803";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"17,24"
"1805";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1""                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"AS";"39,60"
"1821";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"233,93"
"1806";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2""                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"AS";"139,24"
"1804";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"24,54"
"1807";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3""                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"AS";"334,56"
"1808";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 4""                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"AS";"670,74"
"1797";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"AS";"100,60"
"1796";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"AS";"77,17"
"1794";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"18,42"
"1816";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 1""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"41,53"
"1815";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"AS";"318,96"
"1798";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 2""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"142,72"
"1795";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"25,52"
"1799";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 3""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"415,42"
"1800";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 4""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"793,11"
"1802";"CURVA 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO, DE 6""                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"1.983,88"
"40385";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"CR";"193,02"
"40383";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"CR";"132,15"
"40378";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"45,68"
"40382";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1""                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"86,46"
"40422";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"CR";"588,94"
"40387";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 2""                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"299,87"
"40380";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"60,91"
"40390";"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 3""                                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"1.240,37"
"40413";"CURVA 90 GRAUS RANHURADA EM FERRO FUNDIDO, DN 50 MM (2"")                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"AS";"22,56"
"40415";"CURVA 90 GRAUS RANHURADA EM FERRO FUNDIDO, DN 65 MM (2 1/2"")                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"32,14"
"40417";"CURVA 90 GRAUS RANHURADA EM FERRO FUNDIDO, DN 80 MM (3"")                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"AS";"37,92"
"39271";"CURVA 90 GRAUS, CURTA, DE PVC RIGIDO ROSCAVEL, DE 1/2"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"CR";"2,86"
"39273";"CURVA 90 GRAUS, CURTA, DE PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"4,85"
"39272";"CURVA 90 GRAUS, CURTA, DE PVC RIGIDO ROSCAVEL, DE 3/4"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"CR";"3,51"
"1875";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 1 1/2"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"7,76"
"1874";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 1 1/4"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"6,41"
"1870";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 1/2"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"C ";"3,70"
"1884";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"5,68"
"1887";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 2 1/2"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"32,17"
"1876";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 2"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"12,61"
"1879";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 3/4"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"CR";"3,75"
"1877";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 3"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"32,21"
"1878";"CURVA 90 GRAUS, LONGA, DE PVC RIGIDO ROSCAVEL, DE 4"", PARA ELETRODUTO                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"64,72"
"2621";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 100 MM (4"")                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"147,60"
"2616";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 15 MM (1/2"")                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"AS";"4,17"
"2633";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 20 MM (3/4"")                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"AS";"4,72"
"2617";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 25 MM (1"")                                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"AS";"6,42"
"2618";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 32 MM (1 1/4"")                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"14,62"
"2632";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 40 MM (1 1/2"")                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"17,83"
"2631";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 50 MM (2"")                                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"AS";"26,18"
"2619";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 65 MM (2 1/2"")                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"66,29"
"2620";"CURVA 90 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 80 MM (3"")                                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"AS";"87,03"
"44472";"DENTE PARA  FRESADORA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"AS";"48,63"
"38369";"DESEMPENADEIRA DE ACO DENTADA 12 X *25* CM, DENTES 8 X 8 MM, CABO FECHADO DE MADEIRA                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"16,91"
"38370";"DESEMPENADEIRA DE ACO LISA 12 X *25* CM COM CABO FECHADO DE MADEIRA                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"CR";"16,91"
"38372";"DESEMPENADEIRA PLASTICA LISA *14 X 27* CM                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"CR";"21,49"
"2357";"DESENHISTA COPISTA (HORISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"H     ";"CR";"14,28"
"40806";"DESENHISTA COPISTA (MENSALISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"MES   ";"CR";"2.497,82"
"2355";"DESENHISTA DETALHISTA (HORISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"H     ";"CR";"25,23"
"40805";"DESENHISTA DETALHISTA (MENSALISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ";"MES   ";"CR";"4.410,64"
"2358";"DESENHISTA PROJETISTA (HORISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"H     ";"CR";"17,86"
"40807";"DESENHISTA PROJETISTA (MENSALISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ";"MES   ";"CR";"3.122,96"
"2359";"DESENHISTA TECNICO AUXILIAR (HORISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"H     ";"CR";"20,48"
"40808";"DESENHISTA TECNICO AUXILIAR (MENSALISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";"MES   ";"CR";"3.578,56"
"44330";"DESINFETANTE PRONTO USO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"L     ";"CR";"14,53"
"43144";"DESMOLDANTE PARA CONCRETO ESTAMPADO                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ";"KG    ";"CR";"49,70"
"39397";"DESMOLDANTE PARA FORMAS METALICAS A BASE DE OLEO VEGETAL                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";"L     ";"CR";"22,65"
"2692";"DESMOLDANTE PROTETOR PARA FORMAS DE MADEIRA, DE BASE OLEOSA EMULSIONADA EM AGUA                                                                                                                                                                                                                                                                                                                                                                                                                           ";"L     ";"CR";"9,14"
"44329";"DETERGENTE NEUTRO USO GERAL, CONCENTRADO                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";"L     ";"CR";"19,04"
"5318";"DILUENTE AGUARRAS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"L     ";"C ";"30,79"
"5330";"DILUENTE EPOXI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ";"L     ";"CR";"70,18"
"44532";"DISCO DE BORRACHA PARA LIXADEIRA RIGIDO 7 "" COM ARRUELA  CENTRAL                                                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"CR";"25,95"
"44531";"DISCO DE CORTE DIAMANTADO SEGMENTADO DIAMETRO DE 180 MM PARA ESMERILHADEIRA  7 ""                                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"CR";"82,47"
"38140";"DISCO DE CORTE DIAMANTADO SEGMENTADO PARA CONCRETO, DIAMETRO DE 110 MM, FURO DE 20 MM                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"C ";"20,00"
"13887";"DISCO DE CORTE DIAMANTADO SEGMENTADO PARA CONCRETO, DIAMETRO DE 350 MM, FURO DE 1 "" (14 X 1 "")                                                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"CR";"473,51"
"44495";"DISCO DE CORTE PARA METAL COM DUAS TELAS 12 X 1/8 X 3/4 ""  (300 X 3,2 X 19,05 MM)                                                                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"CR";"21,08"
"44533";"DISCO DE DESBASTE PARA METAL FERROSO EM GERAL, COM TRES TELAS,  9 X 1/4 X 7/8 "" ( 228,6 X 6,4 X 22,2 MM)                                                                                                                                                                                                                                                                                                                                                                                                  ";"UN    ";"CR";"19,90"
"44534";"DISCO DE LIXA PARA METAL, DIAMETRO = 180 MM, GRAO  120                                                                                                                                                                                                                                                                                                                                                                                                                                                    ";"UN    ";"CR";"5,19"
"34544";"DISJUNTOR  TERMOMAGNETICO TRIPOLAR 3 X 400 A / ICC - 25 KA                                                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"CR";"1.718,87"
"34729";"DISJUNTOR TERMOMAGNETICO AJUSTAVEL, TRIPOLAR DE 100 ATE 250A, CAPACIDADE DE INTERRUPCAO DE 35KA                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"1.352,16"
"34734";"DISJUNTOR TERMOMAGNETICO AJUSTAVEL, TRIPOLAR DE 300 ATE 400A, CAPACIDADE DE INTERRUPCAO DE 35KA                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"2.093,57"
"34738";"DISJUNTOR TERMOMAGNETICO AJUSTAVEL, TRIPOLAR DE 450 ATE 600A, CAPACIDADE DE INTERRUPCAO DE 35KA                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"4.891,25"
